Jabatan,Kode Unit,Judul Unit,Elemen Kompetensi,KUK
Marketing Communication,M.70KMP00.005.1,Mengelola Komunikasi Pemasaran Terpadu,Menyusun rencana media promosi,alokasi anggaran promosi ditentukan per periode waktu
Marketing Communication,M.70KMP00.005.1,Mengelola Komunikasi Pemasaran Terpadu,Menyusun rencana media promosi,jadwal penayangan iklan disusun sistematis.
Marketing Communication,M.70KMP00.005.1,Mengelola Komunikasi Pemasaran Terpadu,Mengevaluasi efektivitas kampanye,"capaian kpi jangkauan, interaksi, konversi diukur"
Marketing Communication,M.70KMP00.005.1,Mengelola Komunikasi Pemasaran Terpadu,Mengevaluasi efektivitas kampanye,dampak kampanye peningkatan penjualan dianalisis
Marketing Communication,M.70KMP00.005.1,Mengelola Komunikasi Pemasaran Terpadu,Mengevaluasi efektivitas kampanye,laporan evaluasi komunikasi pemasaran disusun manajemen.
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Mengelola aset platform digital,situs web media sosial dioptimasi pengalaman pengguna
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Mengelola aset platform digital,konten pemasaran digital diproduksi sesuai kalender konten
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Mengelola aset platform digital,strategi seo diterapkan meningkatkan visibilitas organik.
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Menganalisis metrik pemasaran digital,data trafik perilaku pengunjung platform dianalisis
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Menganalisis metrik pemasaran digital,tingkat konversi kanal digital dihitung
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Menganalisis metrik pemasaran digital,penyesuaian strategi dilakukan berdasarkan data analitik harian.
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Membangun database pelanggan,profil riwayat transaksi pelanggan dikumpulkan sistematis
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Membangun database pelanggan,pelanggan dikategorikan berdasarkan nilai clv
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Membangun database pelanggan,sistem keamanan data pelanggan dipastikan terjaga.
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Melaksanakan program loyalitas,skema poin reward dirancang meningkatkan retensi
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Melaksanakan program loyalitas,komunikasi personal dikirimkan pelanggan setia
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Melaksanakan program loyalitas,tingkat kepuasan pelanggan diukur melalui survei berkala.
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Menetapkan target penjualan tim,sasaran volume nilai penjualan ditentukan per wilayah
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Menetapkan target penjualan tim,kuota penjualan diberikan setiap anggota tim sales
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Menetapkan target penjualan tim,struktur insentif disusun memotivasi pencapaian target.
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Melakukan pembinaan (Coaching) tim sales,kinerja harian tim dipantau melalui laporan aktivitas
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Melakukan pembinaan (Coaching) tim sales,kendala proses negosiasi diidentifikasi diberikan solusi
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Melakukan pembinaan (Coaching) tim sales,pelatihan teknik penjualan dilakukan berkesinambungan.
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memilih mitra distribusi,calon distributor dievaluasi berdasarkan cakupan wilayah reputasi
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memilih mitra distribusi,perjanjian kerja sama distribusi dirumuskan legal
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memilih mitra distribusi,standar pelayanan minimal mitra ditetapkan.
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memantau kinerja rantai distribusi,ketersediaan stok tingkat pengecer dipastikan stabil
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memantau kinerja rantai distribusi,efisiensi biaya pengiriman barang dievaluasi
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memantau kinerja rantai distribusi,konflik antar saluran distribusi dikelola tidak merugikan merek.
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Merancang instrumen penelitian,kuesioner panduan wawancara disusun sesuai tujuan riset
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Merancang instrumen penelitian,metode pengambilan sampel sampling ditentukan
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Merancang instrumen penelitian,validitas instrumen diuji melalui studi pendahuluan.
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Mengolah dan menyajikan data riset,data lapangan dibersihkan dimasukkan sistem statistik
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Mengolah dan menyajikan data riset,temuan riset divisualisasikan bentuk grafik tabel
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Mengolah dan menyajikan data riset,rekomendasi strategis dirumuskan berdasarkan hasil temuan riset.
Pemasaran,M.70KMP00.021.1,Melaksanakan Komunikasi Pemasaran,Menyiapkan materi komunikasi pemasaran dan Melaksanakan kegiatan komunikasi.,pesan pemasaran disusun sesuai target audiens
Pemasaran,M.70KMP00.021.1,Melaksanakan Komunikasi Pemasaran,Menyiapkan materi komunikasi pemasaran dan Melaksanakan kegiatan komunikasi.,media komunikasi dipilih berdasarkan efektivitas jangkauan
Pemasaran,M.70KMP00.021.1,Melaksanakan Komunikasi Pemasaran,Menyiapkan materi komunikasi pemasaran dan Melaksanakan kegiatan komunikasi.,pesan disampaikan melalui saluran ditetapkan
Pemasaran,M.70KMP00.021.1,Melaksanakan Komunikasi Pemasaran,Menyiapkan materi komunikasi pemasaran dan Melaksanakan kegiatan komunikasi.,respon audiens dipantau didokumentasikan.
Layanan Pelanggan,M.70KMP00.022.1,Memberikan Layanan Pelanggan,Mengidentifikasi kebutuhan pelanggan dan Menyediakan solusi layanan.,keluhan pertanyaan pelanggan diterima empati
Layanan Pelanggan,M.70KMP00.022.1,Memberikan Layanan Pelanggan,Mengidentifikasi kebutuhan pelanggan dan Menyediakan solusi layanan.,masalah pelanggan dianalisis menentukan solusi tepat
Layanan Pelanggan,M.70KMP00.022.1,Memberikan Layanan Pelanggan,Mengidentifikasi kebutuhan pelanggan dan Menyediakan solusi layanan.,bantuan diberikan sesuai standar pelayanan organisasi
Layanan Pelanggan,M.70KMP00.022.1,Memberikan Layanan Pelanggan,Mengidentifikasi kebutuhan pelanggan dan Menyediakan solusi layanan.,kepuasan pelanggan pemberian solusi dipastikan.
Pemasaran Digital,M.70KMP00.023.1,Mengelola Konten Media Sosial,Merencanakan konten media sosial dan Mengunggah dan memantau konten.,ide konten kreatif dikembangkan sesuai citra merek
Pemasaran Digital,M.70KMP00.023.1,Mengelola Konten Media Sosial,Merencanakan konten media sosial dan Mengunggah dan memantau konten.,kalender editorial konten disusun konsistensi
Pemasaran Digital,M.70KMP00.023.1,Mengelola Konten Media Sosial,Merencanakan konten media sosial dan Mengunggah dan memantau konten.,konten diunggah jam tayang optimal
Pemasaran Digital,M.70KMP00.023.1,Mengelola Konten Media Sosial,Merencanakan konten media sosial dan Mengunggah dan memantau konten.,interaksi pengikut follower dikelola proaktif.
Operasional Sales,M.70KMP00.024.1,Melakukan Presentasi Penjualan,Mempersiapkan bahan presentasi dan Melakukan teknik persuasi penjualan.,proposal alat peraga disiapkan sesuai profil calon pembeli
Operasional Sales,M.70KMP00.024.1,Melakukan Presentasi Penjualan,Mempersiapkan bahan presentasi dan Melakukan teknik persuasi penjualan.,manfaat produk disusun menjawab keraguan pelanggan
Operasional Sales,M.70KMP00.024.1,Melakukan Presentasi Penjualan,Mempersiapkan bahan presentasi dan Melakukan teknik persuasi penjualan.,presentasi dibawakan komunikasi meyakinkan
Operasional Sales,M.70KMP00.024.1,Melakukan Presentasi Penjualan,Mempersiapkan bahan presentasi dan Melakukan teknik persuasi penjualan.,keberatan calon pembeli ditangani teknik negosiasi.
Analis Pasar,M.70KMP00.025.1,Melakukan Pemantauan Harga Pasar,Mengumpulkan data harga pesaing dan Menganalisis posisi harga.,daftar harga produk sejenis kompetitor dikumpulkan berkala
Analis Pasar,M.70KMP00.025.1,Melakukan Pemantauan Harga Pasar,Mengumpulkan data harga pesaing dan Menganalisis posisi harga.,skema diskon promosi pesaing diidentifikasi
Analis Pasar,M.70KMP00.025.1,Melakukan Pemantauan Harga Pasar,Mengumpulkan data harga pesaing dan Menganalisis posisi harga.,perbandingan harga dilakukan menentukan daya saing
Analis Pasar,M.70KMP00.025.1,Melakukan Pemantauan Harga Pasar,Mengumpulkan data harga pesaing dan Menganalisis posisi harga.,rekomendasi penyesuaian harga diajukan manajemen.
Promosi,M.70KMP00.026.1,Mengelola Program Promosi Penjualan,Merancang mekanisme promosi dan Mengevaluasi hasil promosi.,"bentuk promosi potongan harga, hadiah, ditentukan"
Promosi,M.70KMP00.026.1,Mengelola Program Promosi Penjualan,Merancang mekanisme promosi dan Mengevaluasi hasil promosi.,aturan main program promosi disusun jelas
Promosi,M.70KMP00.026.1,Mengelola Program Promosi Penjualan,Merancang mekanisme promosi dan Mengevaluasi hasil promosi.,peningkatan volume penjualan selama masa promosi dihitung
Promosi,M.70KMP00.026.1,Mengelola Program Promosi Penjualan,Merancang mekanisme promosi dan Mengevaluasi hasil promosi.,efektivitas biaya promosi dibandingkan pendapatan dianalisis.
Sales Admin,M.70KMP00.027.1,Mengelola Administrasi Penjualan,Memproses pesanan pelanggan dan Mendokumentasikan data penjualan.,pesanan masuk divalidasi ketersediaan stoknya
Sales Admin,M.70KMP00.027.1,Mengelola Administrasi Penjualan,Memproses pesanan pelanggan dan Mendokumentasikan data penjualan.,faktur dokumen pengiriman diterbitkan akurat
Sales Admin,M.70KMP00.027.1,Mengelola Administrasi Penjualan,Memproses pesanan pelanggan dan Mendokumentasikan data penjualan.,laporan harian penjualan disusun sistematis
Sales Admin,M.70KMP00.027.1,Mengelola Administrasi Penjualan,Memproses pesanan pelanggan dan Mendokumentasikan data penjualan.,arsip transaksi pelanggan dikelola sesuai prosedur keamanan data.
Account Manager,M.70KMP00.028.1,Mempertahankan Klien Strategis,Melakukan kunjungan rutin kepada klien dan Mengidentifikasi peluang pengembangan bisnis.,jadwal kunjungan courtesy call dilaksanakan berkala
Account Manager,M.70KMP00.028.1,Mempertahankan Klien Strategis,Melakukan kunjungan rutin kepada klien dan Mengidentifikasi peluang pengembangan bisnis.,keluhan klien strategis ditangani prioritas tinggi
Account Manager,M.70KMP00.028.1,Mempertahankan Klien Strategis,Melakukan kunjungan rutin kepada klien dan Mengidentifikasi peluang pengembangan bisnis.,kebutuhan tambahan klien diidentifikasi penawaran baru upselling
Account Manager,M.70KMP00.028.1,Mempertahankan Klien Strategis,Melakukan kunjungan rutin kepada klien dan Mengidentifikasi peluang pengembangan bisnis.,hubungan jangka panjang dijaga melalui program apresiasi.
Pemasaran Digital,M.70KMP00.029.1,Mengelola Iklan Berbayar Daring,Mengatur kampanye iklan dan Mengoptimasi kinerja iklan.,target audiens iklan ditentukan berdasarkan minat demografi
Pemasaran Digital,M.70KMP00.029.1,Mengelola Iklan Berbayar Daring,Mengatur kampanye iklan dan Mengoptimasi kinerja iklan.,anggaran iklan dialokasikan kanal digital terpilih
Pemasaran Digital,M.70KMP00.029.1,Mengelola Iklan Berbayar Daring,Mengatur kampanye iklan dan Mengoptimasi kinerja iklan.,"metrik performa ctr, cpc, roi dipantau harian"
Pemasaran Digital,M.70KMP00.029.1,Mengelola Iklan Berbayar Daring,Mengatur kampanye iklan dan Mengoptimasi kinerja iklan.,strategi penawaran bidding disesuaikan hasil maksimal.
Analis Pemasaran,M.70KMP00.030.1,Melakukan Analisis Segmentasi Pasar,Mengelompokkan basis pelanggan dan Menentukan segmen prioritas.,pelanggan dikategorikan berdasarkan aspek geografis psikografis
Analis Pemasaran,M.70KMP00.030.1,Melakukan Analisis Segmentasi Pasar,Mengelompokkan basis pelanggan dan Menentukan segmen prioritas.,profil segmen pasar diuraikan mendalam
Analis Pemasaran,M.70KMP00.030.1,Melakukan Analisis Segmentasi Pasar,Mengelompokkan basis pelanggan dan Menentukan segmen prioritas.,potensi pertumbuhan segmen dievaluasi
Analis Pemasaran,M.70KMP00.030.1,Melakukan Analisis Segmentasi Pasar,Mengelompokkan basis pelanggan dan Menentukan segmen prioritas.,segmen pasar paling menguntungkan dipilih fokus utama.
Operasional Pemasaran,M.70KMP00.031.1,Mengoordinasikan Aktivitas Aktivasi Merek,Menyiapkan logistik acara aktivasi dan Mengawasi pelaksanaan aktivasi.,lokasi perlengkapan acara disiapkan sesuai konsep
Operasional Pemasaran,M.70KMP00.031.1,Mengoordinasikan Aktivitas Aktivasi Merek,Menyiapkan logistik acara aktivasi dan Mengawasi pelaksanaan aktivasi.,personel pendukung spgpromotor diberikan arahan kerja
Operasional Pemasaran,M.70KMP00.031.1,Mengoordinasikan Aktivitas Aktivasi Merek,Menyiapkan logistik acara aktivasi dan Mengawasi pelaksanaan aktivasi.,alur interaksi konsumen merek dipantau lapangan
Operasional Pemasaran,M.70KMP00.031.1,Mengoordinasikan Aktivitas Aktivasi Merek,Menyiapkan logistik acara aktivasi dan Mengawasi pelaksanaan aktivasi.,data perolehan calon pelanggan leads dikumpulkan selama acara.
Manajer Pemasaran,M.70KMP00.032.1,Mencapai Target Penjualan,Memantau progres pencapaian target dan Mengambil tindakan perbaikan.,realisasi penjualan dibandingkan target periodik
Manajer Pemasaran,M.70KMP00.032.1,Mencapai Target Penjualan,Memantau progres pencapaian target dan Mengambil tindakan perbaikan.,faktor penghambat pencapaian target diidentifikasi
Manajer Pemasaran,M.70KMP00.032.1,Mencapai Target Penjualan,Memantau progres pencapaian target dan Mengambil tindakan perbaikan.,strategi taktis darurat diterapkan menutup kekurangan target
Manajer Pemasaran,M.70KMP00.032.1,Mencapai Target Penjualan,Memantau progres pencapaian target dan Mengambil tindakan perbaikan.,sumber daya tim dioptimalkan mencapai sasaran akhir periode.
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Mendefinisikan masalah,masalah akan diselesaikan diidentifikasi
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Mendefinisikan masalah,masalah diuraikan menjadi komponenkomponen kecil
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Mendefinisikan masalah,kebutuhan input output ditentukan.
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Membuat alur logika (flowchart),simbolsimbol alur data digunakan sesuai standar
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Membuat alur logika (flowchart),logika penyelesaian masalah disusun urut logis
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Membuat alur logika (flowchart),algoritma diuji coba kering dry run.
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menentukan struktur data,"jenis data integer, string, array, dipilih sesuai kebutuhan"
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menentukan struktur data,"struktur data majemuk stack, queue, tree ditentukan diperlukan."
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menerapkan operasi struktur data,"operasi dasar insert, delete, update dilakukan struktur data"
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menerapkan operasi struktur data,efisiensi penggunaan memori diperhitungkan.
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menyiapkan lingkungan pengembangan,perangkat lunak editor compiler disiapkan
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menyiapkan lingkungan pengembangan,library dibutuhkan diidentifikasi dikonfigurasi.
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menulis kode program,sintaks bahasa pemrograman diikuti benar
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menulis kode program,"struktur kontrol ifelse, looping diterapkan"
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menulis kode program,komentar ditambahkan bagian kode kompleks.
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Membuat rencana pengujian unit,komponen program akan diuji ditentukan
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Membuat rencana pengujian unit,data uji test data disiapkan kasus normal ekstrim.
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Mengeksekusi pengujian,kesalahan sintaks logika diperbaiki
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Mengeksekusi pengujian,hasil pengujian dibandingkan spesifikasi teknis
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Mengeksekusi pengujian,laporan hasil pengujian unit didokumentasikan.
System Analyst,TIK.PR02.005.01,Melakukan Identifikasi Library Komponen,Mengidentifikasi fungsi library,kebutuhan fungsional aplikasi dipetakan
System Analyst,TIK.PR02.005.01,Melakukan Identifikasi Library Komponen,Mengidentifikasi fungsi library,library tersedia open source komersial dievaluasi kesesuaiannya.
System Analyst,TIK.PR02.005.01,Melakukan Identifikasi Library Komponen,Mengintegrasikan library ke dalam sistem,api library dipelajari cara penggunaannya
System Analyst,TIK.PR02.005.01,Melakukan Identifikasi Library Komponen,Mengintegrasikan library ke dalam sistem,komponen library dipastikan konflik modul sudah ada.
Database Dev,TIK.PR02.008.01,Membuat Struktur Database,Merancang skema database,entitas atribut diidentifikasi
Database Dev,TIK.PR02.008.01,Membuat Struktur Database,Merancang skema database,"relasi antar tabel ditentukan onetomany, manytomany"
Database Dev,TIK.PR02.008.01,Membuat Struktur Database,Merancang skema database,normalisasi database dilakukan hingga bentuk tertentu.
Database Dev,TIK.PR02.008.01,Membuat Struktur Database,Mengimplementasikan database,perintah ddl data definition language dijalankan
Database Dev,TIK.PR02.008.01,Membuat Struktur Database,Mengimplementasikan database,indeks kunci utama primary key ditetapkan tabel.
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Menerapkan konsep OOP,class object diidentifikasi spesifikasi
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Menerapkan konsep OOP,"prinsip enkapsulasi, pewarisan inheritance, polimorfisme diimplementasikan."
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Mengelola penanganan kesalahan (Exception Handling),blok trycatch digunakan menangani error runtime
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Mengelola penanganan kesalahan (Exception Handling),pesan kesalahan dibuat informatif pengguna.
Web Developer,TIK.PR02.015.01,Membuat Halaman Statis Web,Merancang tata letak (layout),struktur navigasi web ditentukan
Web Developer,TIK.PR02.015.01,Membuat Halaman Statis Web,Merancang tata letak (layout),elemen html digunakan sesuai semantik.
Web Developer,TIK.PR02.015.01,Membuat Halaman Statis Web,Menerapkan desain visual dengan CSS,"properti gaya warna, font, spacing diterapkan"
Web Developer,TIK.PR02.015.01,Membuat Halaman Statis Web,Menerapkan desain visual dengan CSS,layout dibuat responsif berbagai ukuran layar.
Programmer,TIK.PR02.020.01,Melakukan Debugging,Mencari sumber kesalahan,alat bantu debugger dioperasikan
Programmer,TIK.PR02.020.01,Melakukan Debugging,Mencari sumber kesalahan,nilai variabel dipantau setiap langkah eksekusi stepover.
Programmer,TIK.PR02.020.01,Melakukan Debugging,Memperbaiki bug,kode penyebab error dimodifikasi
Programmer,TIK.PR02.020.01,Melakukan Debugging,Memperbaiki bug,program diuji untuk memastikan ada efek samping regression.
Documentator,TIK.PR02.022.01,Membuat Dokumentasi Kode Program,Menyusun manual teknis,penjelasan alur program dibuat sistematis
Documentator,TIK.PR02.022.01,Membuat Dokumentasi Kode Program,Menyusun manual teknis,diagram kelas diagram urutan disertakan dokumen.
Security Prog.,TIK.PR02.025.01,Menerapkan Keamanan Kode Program,Melakukan validasi input,filter diterapkan data dimasukkan pengguna
Security Prog.,TIK.PR02.025.01,Menerapkan Keamanan Kode Program,Melakukan validasi input,teknik pencegahan sql injection xss diimplementasikan kode.
System Analyst,TIK.PR02.021.01,Membuat Desain Sistem,Merancang arsitektur aplikasi,model data alur kerja sistem didefinisikan
System Analyst,TIK.PR02.021.01,Membuat Desain Sistem,Merancang arsitektur aplikasi,komponen utama sistem interaksinya dipetakan diagram.
Programmer,TIK.PR03.001.01,Mengelola Konfigurasi Perangkat Lunak,Menggunakan sistem kontrol versi (Git/SVN),repositori kode program dibuat dikonfigurasi
Programmer,TIK.PR03.001.01,Mengelola Konfigurasi Perangkat Lunak,Menggunakan sistem kontrol versi (Git/SVN),perubahan kode commit dicatat pesan jelas
Programmer,TIK.PR03.001.01,Mengelola Konfigurasi Perangkat Lunak,Menggunakan sistem kontrol versi (Git/SVN),konflik penggabungan kode merge diselesaikan.
UI/UX Designer,TIK.PR02.016.01,Membuat Antarmuka Pengguna (GUI),Merancang elemen visual antarmuka,"komponen input form, button diletakkan sesuai prinsip kegunaan"
UI/UX Designer,TIK.PR02.016.01,Membuat Antarmuka Pengguna (GUI),Merancang elemen visual antarmuka,konsistensi warna tipografi dijaga seluruh layar aplikasi.
Mobile Dev,TIK.PR02.011.01,Membuat Program Perangkat Bergerak,Mengonfigurasi SDK Mobile,lingkungan pengembangan androidios disiapkan
Mobile Dev,TIK.PR02.011.01,Membuat Program Perangkat Bergerak,Mengonfigurasi SDK Mobile,emulator perangkat fisik dihubungkan pengujian.
Mobile Dev,TIK.PR02.011.01,Membuat Program Perangkat Bergerak,Mengimplementasikan fitur mobile,sensor perangkat gpskamera diintegrasikan aplikasi
Mobile Dev,TIK.PR02.011.01,Membuat Program Perangkat Bergerak,Mengimplementasikan fitur mobile,konsumsi daya memori dioptimasi perangkat mobile.
Programmer,TIK.PR02.023.01,Melakukan Instalasi Program,Menyiapkan paket instalasi (Deployment),file eksekusi dependensi dikemas installer
Programmer,TIK.PR02.023.01,Melakukan Instalasi Program,Menyiapkan paket instalasi (Deployment),prosedur instalasi konfigurasi sistem didokumentasikan.
Programmer,TIK.PR02.024.01,Memberikan Dukungan Teknis,Menangani keluhan operasional,laporan bug pengguna diidentifikasi tingkat kritisnya
Programmer,TIK.PR02.024.01,Memberikan Dukungan Teknis,Menangani keluhan operasional,bantuan teknis diberikan melalui panduan remote akses.
DB Admin,TIK.PR02.009.01,Mengoptimalkan Query Database,Melakukan tuning query SQL,perintah sql lambat diidentifikasi melalui profiling
DB Admin,TIK.PR02.009.01,Mengoptimalkan Query Database,Melakukan tuning query SQL,penggunaan join subquery dioptimalkan kecepatan akses data.
Security Prog.,TIK.PR02.026.01,Menerapkan Enkripsi Data,Mengimplementasikan algoritma kriptografi,data sensitif passwordpin diacak menggunakan fungsi hash
Security Prog.,TIK.PR02.026.01,Menerapkan Enkripsi Data,Mengimplementasikan algoritma kriptografi,pengiriman data antar sistem diamankan protokol enkripsi.
Integrator,TIK.PR02.018.01,Membuat Konektivitas Antar Sistem,Mengonsumsi Web Service / API,format data jsonxml diparsing dalam objek program
Integrator,TIK.PR02.018.01,Membuat Konektivitas Antar Sistem,Mengonsumsi Web Service / API,otentikasi api api keytoken diterapkan permintaan data.
Web Developer,TIK.PR02.019.01,Membuat Skrip Sisi Server (Backend),Mengelola sesi dan cookie,autentikasi pengguna dikelola menggunakan session server
Web Developer,TIK.PR02.019.01,Membuat Skrip Sisi Server (Backend),Mengelola sesi dan cookie,data preferensi pengguna disimpan cookie aman.
Software Architect,TIK.PR04.001.01,Mengevaluasi Teknologi Pemrograman,Melakukan studi banding teknologi,kelebihan kekurangan framework baru dianalisis
Software Architect,TIK.PR04.001.01,Mengevaluasi Teknologi Pemrograman,Melakukan studi banding teknologi,rekomendasi penggunaan teknologi diberikan berdasarkan kebutuhan proyek.
Tester,TIK.PR02.004.01,Melaksanakan Pengujian Integrasi,Menguji interaksi antar modul,aliran data antar komponen dipastikan terputus
Tester,TIK.PR02.004.01,Melaksanakan Pengujian Integrasi,Menguji interaksi antar modul,skenario pengujian endtoend dijalankan lingkungan staging.
Programmer,TIK.PR01.002.01,Menerapkan Etika Profesi Programmer,Menghargai Hak Kekayaan Intelektual (HKI),lisensi perangkat lunak pihak ketiga dipatuhi
Programmer,TIK.PR01.002.01,Menerapkan Etika Profesi Programmer,Menghargai Hak Kekayaan Intelektual (HKI),kode sumber milik organisasi dijaga kerahasiaannya.
DevOps,TIK.PR03.002.01,Mengelola Lingkungan Pengujian,Menyiapkan server simulasi,konfigurasi server staging dibuat menyerupai server produksi
DevOps,TIK.PR03.002.01,Mengelola Lingkungan Pengujian,Menyiapkan server simulasi,automasi deployment cicd diterapkan efisiensi pengujian.
Analyst,TIK.PR02.006.01,Mendefinisikan Spesifikasi Program,Menerjemahkan kebutuhan bisnis ke teknis,use case diagram aktivitas diagram dibuat
Analyst,TIK.PR02.006.01,Mendefinisikan Spesifikasi Program,Menerjemahkan kebutuhan bisnis ke teknis,batasan sistem performa didefinisikan kuantitatif.
Data Analyst,TIK.PR02.007.01,Membuat Laporan Data,Merancang format laporan (Reporting),query penarikan data laporan disusun
Data Analyst,TIK.PR02.007.01,Membuat Laporan Data,Merancang format laporan (Reporting),visualisasi data tabelgrafik ditampilkan sesuai kebutuhan manajerial.
Programmer,TIK.PR02.012.01,Menggunakan Framework Pemrograman,Menginstalasi framework,struktur folder framework dipelajari
Programmer,TIK.PR02.012.01,Menggunakan Framework Pemrograman,Menginstalasi framework,konfigurasi dasar databaserouting diatur sesuai standar framework.
Programmer,TIK.PR02.013.01,Melakukan Refactoring Kode,Memperbaiki struktur kode,kode redundan dihapus digabung
Programmer,TIK.PR02.013.01,Melakukan Refactoring Kode,Memperbaiki struktur kode,keterbacaan kode ditingkatkan mengubah fungsi utama.
Integrator,TIK.PR02.014.01,Mengintegrasikan Sistem Database,Melakukan sinkronisasi data,transfer data antar database berbeda platform dilakukan
Integrator,TIK.PR02.014.01,Mengintegrasikan Sistem Database,Melakukan sinkronisasi data,konsistensi data dijaga selama proses migrasi integrasi.
Analyst,TIK.PR02.017.01,Membuat Prototype Aplikasi,Membuat wireframe fungsional,sketsa antarmuka fungsi backend dibuat demo
Analyst,TIK.PR02.017.01,Membuat Prototype Aplikasi,Membuat wireframe fungsional,feedback calon pengguna dikumpulkan perbaikan desain.
Programmer,TIK.PR05.001.01,Melakukan Pemeliharaan Sistem,Melakukan patching berkala,update keamanan diterapkan sistem berjalan
Programmer,TIK.PR05.001.01,Melakukan Pemeliharaan Sistem,Melakukan patching berkala,log sistem diperiksa rutin mendeteksi potensi kegagalan.
Pengembangan Bisnis,E.360034.001.01,Mengevaluasi Aspirasi Pemangku Kepentingan,Menyiapkan data harapan dan kebutuhan pemangku kepentingan ,"pemangku kepentingan diidentifikasi memahami nilainilai, harapan, karakteristik, kebutuhan penyelenggara spam"
Pengembangan Bisnis,E.360034.001.01,Mengevaluasi Aspirasi Pemangku Kepentingan,Menyiapkan data harapan dan kebutuhan pemangku kepentingan ,nilainilai kebutuhan tersebut dijaring metode pendekatan sesuai.
Pengembangan Bisnis,E.360034.001.01,Mengevaluasi Aspirasi Pemangku Kepentingan,Menganalisis aspirasi pemangku kepentingan ,data hasil penjaringan diklasifikasi dianalisis sesuai kebutuhan rencana bisnis.
Pengembangan Bisnis,E.360034.001.01,Mengevaluasi Aspirasi Pemangku Kepentingan,Membuat laporan evaluasi ,"laporan evaluasi dicatat formulir, disusun, diarsipkan sesuai pos."
